"reference_id","registration_number","doctor_name","normalized_name","state_medical_council","registration_year","registration_date","qualification","specialization","registration_status","source_type","source_reference","source_year"
"REF-DL-001850","SYN-DL-MED-001850","Lakshmi Chawla","LAKSHMI CHAWLA","Delhi Medical Council","1997","1997-08-07","MBBS","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001851","SYN-KA-MED-001851","Pavan Gowda","PAVAN GOWDA","Karnataka Medical Council","2011","2011-01-24","MBBS","Cardiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001852","SYN-AP-MED-001852","Kavitha Anand","KAVITHA ANAND","Andhra Pradesh Medical Council","2016","2016-06-13","MBBS","Oncology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001853","SYN-WB-MED-001853","Rajini Varma","RAJINI VARMA","West Bengal Medical Council","2018","2018-01-01","MBBS, MD, DNB","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001854","SYN-KA-MED-001854","Saritha Gowda","SARITHA GOWDA","Karnataka Medical Council","2022","2022-02-11","MBBS, MD, DM","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001855","SYN-AP-MED-001855","Sindhu Iyer","SINDHU IYER","Andhra Pradesh Medical Council","2018","2018-01-08","MBBS, DNB","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-001856","SYN-RJ-MED-001856","Nandita Babu","NANDITA BABU","Rajasthan Medical Council","2001","2001-12-10","MBBS, MD, DM","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001857","SYN-AP-MED-001857","Padmini Das","PADMINI DAS","Andhra Pradesh Medical Council","1985","1985-10-22","MBBS, MD","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001858","SYN-WB-MED-001858","Sathish Sharma","SATHISH SHARMA","West Bengal Medical Council","1988","1988-02-10","MBBS, DNB","Neurology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001859","SYN-KER-MED-001859","Lavanya Paul","LAVANYA PAUL","Kerala Medical Council","2003","2003-02-18","MBBS, MD","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001860","SYN-GJ-MED-001860","Ambika Mishra","AMBIKA MISHRA","Gujarat Medical Council","1986","1986-10-05","MBBS, MD, DM","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001861","SYN-KER-MED-001861","Savitha Krishnan","SAVITHA KRISHNAN","Kerala Medical Council","1998","1998-10-20","MBBS, MS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001862","SYN-MH-MED-001862","Rakesh More","RAKESH MORE","Maharashtra Medical Council","2006","2006-07-03","MBBS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001863","SYN-TG-MED-001863","Sreedevi Gupta","SREEDEVI GUPTA","Telangana State Medical Council","1993","1993-09-18","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001864","SYN-TN-MED-001864","Lakshmi Murugan","LAKSHMI MURUGAN","Tamil Nadu Medical Council","2006","2006-04-16","MBBS, MD, DNB","Gastroenterology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001865","SYN-DL-MED-001865","Revathi Sinha","REVATHI SINHA","Delhi Medical Council","1987","1987-09-23","MBBS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001866","SYN-TN-MED-001866","Sonal Murugan","SONAL MURUGAN","Tamil Nadu Medical Council","1987","1987-04-28","MBBS, MS, DNB","Oncology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001867","SYN-KA-MED-001867","Shiv Shetty","SHIV SHETTY","Karnataka Medical Council","2010","2010-10-03","MBBS, MD, DM","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-001868","SYN-UP-MED-001868","Meenakshi Dey","MEENAKSHI DEY","Uttar Pradesh Medical Council","1989","1989-06-24","MBBS, MD","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001869","SYN-TG-MED-001869","Priya Mishra","PRIYA MISHRA","Telangana State Medical Council","2007","2007-01-27","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001870","SYN-KA-MED-001870","Geetha Reddy","GEETHA REDDY","Karnataka Medical Council","2016","2016-11-28","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001871","SYN-KER-MED-001871","Krishna Jacob","KRISHNA JACOB","Kerala Medical Council","1998","1998-09-27","MBBS, MD","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001872","SYN-KA-MED-001872","Ravi Raju","RAVI RAJU","Karnataka Medical Council","2020","2020-01-26","MBBS, MS","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001873","SYN-DL-MED-001873","Santosh Gupta","SANTOSH GUPTA","Delhi Medical Council","2000","2000-08-28","MBBS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001874","SYN-KER-MED-001874","Archana Mohan","ARCHANA MOHAN","Kerala Medical Council","2011","2011-01-07","MBBS, MD","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001875","SYN-TN-MED-001875","Jagadish Rajan","JAGADISH RAJAN","Tamil Nadu Medical Council","1991","1991-11-12","MBBS, MS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001876","SYN-AP-MED-001876","Shilpa Rao","SHILPA RAO","Andhra Pradesh Medical Council","2017","2017-06-19","MBBS, MS","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001877","SYN-KA-MED-001877","Ram Kulkarni","RAM KULKARNI","Karnataka Medical Council","1996","1996-01-23","MBBS, MS, DNB","Dermatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001878","SYN-TG-MED-001878","Manoj Chandra","MANOJ CHANDRA","Telangana State Medical Council","2023","2023-12-19","MBBS, DNB","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001879","SYN-WB-MED-001879","Kiran Nair","KIRAN NAIR","West Bengal Medical Council","2009","2009-11-10","MBBS, MD, DM","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001880","SYN-KER-MED-001880","Jayalakshmi Philip","JAYALAKSHMI PHILIP","Kerala Medical Council","1990","1990-09-10","MBBS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001881","SYN-MH-MED-001881","Lavanya Rane","LAVANYA RANE","Maharashtra Medical Council","2000","2000-03-11","MBBS, MS","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-001882","SYN-UP-MED-001882","Ananya Gupta","ANANYA GUPTA","Uttar Pradesh Medical Council","2021","2021-10-26","MBBS, MS, DNB","Pediatrics","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001883","SYN-DL-MED-001883","Usha Kumar","USHA KUMAR","Delhi Medical Council","1991","1991-03-27","MBBS, MD, DM","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001884","SYN-MH-MED-001884","Krishna Bhosale","KRISHNA BHOSALE","Maharashtra Medical Council","2012","2012-07-19","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001885","SYN-MH-MED-001885","Nandita Deshmukh","NANDITA DESHMUKH","Maharashtra Medical Council","2020","2020-08-05","MBBS, MD","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001886","SYN-MH-MED-001886","Vijay Deshmukh","VIJAY DESHMUKH","Maharashtra Medical Council","2013","2013-03-24","MBBS, MD","Radiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001887","SYN-MH-MED-001887","Padmini Joshi","PADMINI JOSHI","Maharashtra Medical Council","2018","2018-10-08","MBBS, MD","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001888","SYN-KA-MED-001888","Shiv Nayak","SHIV NAYAK","Karnataka Medical Council","2000","2000-09-05","MBBS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001889","SYN-TN-MED-001889","Sindhu Balakrishnan","SINDHU BALAKRISHNAN","Tamil Nadu Medical Council","1985","1985-06-14","MBBS, MS, MCh","Neurology","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001890","SYN-KA-MED-001890","Vasantha Murthy","VASANTHA MURTHY","Karnataka Medical Council","2021","2021-10-14","MBBS, MD","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001891","SYN-KER-MED-001891","Rekha Mohan","REKHA MOHAN","Kerala Medical Council","2010","2010-10-25","MBBS, MD","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001892","SYN-KA-MED-001892","Mamta Rao","MAMTA RAO","Karnataka Medical Council","1990","1990-09-13","MBBS, MS","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-BR-001893","SYN-BR-MED-001893","Dinesh Shah","DINESH SHAH","Bihar Medical Council","1985","1985-09-16","MBBS, MD, DM","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001894","SYN-MH-MED-001894","Meenakshi Kulkarni","MEENAKSHI KULKARNI","Maharashtra Medical Council","1997","1997-09-11","MBBS, MS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001895","SYN-AP-MED-001895","Naresh Jain","NARESH JAIN","Andhra Pradesh Medical Council","2010","2010-09-05","MBBS, MD","Psychiatry","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001896","SYN-WB-MED-001896","Rajesh Rao","RAJESH RAO","West Bengal Medical Council","1986","1986-03-16","MBBS, MD, DM","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001897","SYN-AP-MED-001897","Sreedevi Anand","SREEDEVI ANAND","Andhra Pradesh Medical Council","2012","2012-10-13","MBBS, MD, DNB","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001898","SYN-GJ-MED-001898","Balaji Singh","BALAJI SINGH","Gujarat Medical Council","2009","2009-09-07","MBBS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AS-001899","SYN-AS-MED-001899","Kavitha Mishra","KAVITHA MISHRA","Assam Medical Council","1986","1986-01-03","MBBS, MD","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001900","SYN-TN-MED-001900","Rakesh Krishnamurthy","RAKESH KRISHNAMURTHY","Tamil Nadu Medical Council","2003","2003-11-20","MBBS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001901","SYN-KA-MED-001901","Suresh Swamy","SURESH SWAMY","Karnataka Medical Council","1996","1996-11-17","MBBS, MD","Anesthesiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001902","SYN-AP-MED-001902","Leena Das","LEENA DAS","Andhra Pradesh Medical Council","1994","1994-01-24","MBBS, MD","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-HR-001903","SYN-HR-MED-001903","Akash Babu","AKASH BABU","Haryana Medical Council","2013","2013-08-20","MBBS, MD","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001904","SYN-GJ-MED-001904","Yogesh Sharma","YOGESH SHARMA","Gujarat Medical Council","2010","2010-07-22","MBBS","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001905","SYN-AP-MED-001905","Deepa Kumar","DEEPA KUMAR","Andhra Pradesh Medical Council","2016","2016-12-21","MBBS, MD, DM","Pulmonology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-001906","SYN-RJ-MED-001906","Mahesh Nair","MAHESH NAIR","Rajasthan Medical Council","2023","2023-02-25","MBBS, MD, DM","General Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001907","SYN-DL-MED-001907","Archana Chawla","ARCHANA CHAWLA","Delhi Medical Council","2019","2019-05-03","MBBS, MS, DNB","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001908","SYN-TN-MED-001908","Prakash Krishnamurthy","PRAKASH KRISHNAMURTHY","Tamil Nadu Medical Council","1993","1993-06-12","MBBS, DNB","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001909","SYN-KA-MED-001909","Yashodha Shetty","YASHODHA SHETTY","Karnataka Medical Council","1991","1991-08-18","MBBS, MD, DNB","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001910","SYN-DL-MED-001910","Sonal Singh","SONAL SINGH","Delhi Medical Council","1991","1991-02-20","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AS-001911","SYN-AS-MED-001911","Priya Das","PRIYA DAS","Assam Medical Council","2000","2000-09-22","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001912","SYN-AP-MED-001912","Geetha Prasad","GEETHA PRASAD","Andhra Pradesh Medical Council","2009","2009-02-07","MBBS, MD","Cardiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001913","SYN-TN-MED-001913","Ashwini Balakrishnan","ASHWINI BALAKRISHNAN","Tamil Nadu Medical Council","2004","2004-05-19","MBBS","Orthopedics","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-001914","SYN-GA-MED-001914","Sameer Rao","SAMEER RAO","Goa Medical Council","1994","1994-07-10","MBBS, MS","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001915","SYN-DL-MED-001915","Ram Sharma","RAM SHARMA","Delhi Medical Council","2000","2000-08-07","MBBS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001916","SYN-WB-MED-001916","Asha Singh","ASHA SINGH","West Bengal Medical Council","1994","1994-08-24","MBBS, MD, DM","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001917","SYN-TG-MED-001917","Yashodha Patel","YASHODHA PATEL","Telangana State Medical Council","1989","1989-01-27","MBBS, MD","Cardiology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001918","SYN-KA-MED-001918","Vandana Prasad","VANDANA PRASAD","Karnataka Medical Council","2022","2022-09-27","MBBS, MD","Urology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001919","SYN-MH-MED-001919","Anupama Naik","ANUPAMA NAIK","Maharashtra Medical Council","1995","1995-10-18","MBBS, MD","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-001920","SYN-RJ-MED-001920","Meenakshi Iyer","MEENAKSHI IYER","Rajasthan Medical Council","2013","2013-04-25","MBBS, MS","Obstetrics and Gynecology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-CG-001921","SYN-CG-MED-001921","Ashwini Mehta","ASHWINI MEHTA","Chhattisgarh Medical Council","1992","1992-09-06","MBBS, MS","ENT","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001922","SYN-GJ-MED-001922","Santosh Mehta","SANTOSH MEHTA","Gujarat Medical Council","2021","2021-08-24","MBBS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001923","SYN-TG-MED-001923","Padmini Das","PADMINI DAS","Telangana State Medical Council","2010","2010-11-04","MBBS, MS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-001924","SYN-MP-MED-001924","Sudha Babu","SUDHA BABU","Madhya Pradesh Medical Council","2000","2000-07-17","MBBS, MD, DM","Neurosurgery","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-BR-001925","SYN-BR-MED-001925","Aditya Prasad","ADITYA PRASAD","Bihar Medical Council","1985","1985-07-18","MBBS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001926","SYN-TG-MED-001926","Murali Mehta","MURALI MEHTA","Telangana State Medical Council","2007","2007-06-22","MBBS, MD","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001927","SYN-DL-MED-001927","Mamta Agarwal","MAMTA AGARWAL","Delhi Medical Council","1985","1985-06-18","MBBS, MS, DNB","Neurology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-AP-001928","SYN-AP-MED-001928","Sunil Nair","SUNIL NAIR","Andhra Pradesh Medical Council","1994","1994-12-03","MBBS, MS","Orthopedics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-DL-001929","SYN-DL-MED-001929","Geetha Singh","GEETHA SINGH","Delhi Medical Council","2005","2005-10-13","MBBS, MS, DNB","Emergency Medicine","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001930","SYN-TN-MED-001930","Deepa Raj","DEEPA RAJ","Tamil Nadu Medical Council","2002","2002-04-14","MBBS, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001931","SYN-WB-MED-001931","Ashwini Reddy","ASHWINI REDDY","West Bengal Medical Council","1995","1995-03-02","MBBS, MS, MCh","General Surgery","RETIRED","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GA-001932","SYN-GA-MED-001932","Mythili Mehta","MYTHILI MEHTA","Goa Medical Council","2019","2019-07-24","MBBS, MS","Diabetology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MP-001933","SYN-MP-MED-001933","Ramesh Sharma","RAMESH SHARMA","Madhya Pradesh Medical Council","2004","2004-10-11","MBBS, MD, DM","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001934","SYN-KER-MED-001934","Lakshmi Pillai","LAKSHMI PILLAI","Kerala Medical Council","1990","1990-05-12","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001935","SYN-GJ-MED-001935","Saritha Rao","SARITHA RAO","Gujarat Medical Council","2013","2013-02-12","MBBS, MD, DNB","Obstetrics and Gynecology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-MH-001936","SYN-MH-MED-001936","Sunil Sawant","SUNIL SAWANT","Maharashtra Medical Council","2009","2009-08-07","MBBS, MS","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001937","SYN-WB-MED-001937","Nandini Iyer","NANDINI IYER","West Bengal Medical Council","2013","2013-05-13","MBBS, MD, DM","Emergency Medicine","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001938","SYN-TG-MED-001938","Lakshmi Dey","LAKSHMI DEY","Telangana State Medical Council","2016","2016-10-18","MBBS, MS","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001939","SYN-WB-MED-001939","Kiran Nair","KIRAN NAIR","West Bengal Medical Council","2012","2012-09-16","MBBS, DNB","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001940","SYN-KA-MED-001940","Jayan Patil","JAYAN PATIL","Karnataka Medical Council","2018","2018-10-07","MBBS, MS","General Surgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KER-001941","SYN-KER-MED-001941","Asha Suresh","ASHA SURESH","Kerala Medical Council","2018","2018-01-13","MBBS, DNB","Rheumatology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-ML-001942","SYN-ML-MED-001942","Prasad Prasad","PRASAD PRASAD","Meghalaya Medical Council","1988","1988-12-09","MBBS, MS, MCh","Rheumatology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-GJ-001943","SYN-GJ-MED-001943","Shiv Chandra","SHIV CHANDRA","Gujarat Medical Council","2009","2009-12-20","MBBS, MD","Nephrology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-WB-001944","SYN-WB-MED-001944","Anand Singh","ANAND SINGH","West Bengal Medical Council","1995","1995-05-18","MBBS, MD","ENT","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-001945","SYN-RJ-MED-001945","Rajesh Jain","RAJESH JAIN","Rajasthan Medical Council","1996","1996-09-13","MBBS, MS","Pulmonology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-UP-001946","SYN-UP-MED-001946","Shekhar Iyer","SHEKHAR IYER","Uttar Pradesh Medical Council","2003","2003-03-21","MBBS, MD","Neurosurgery","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TG-001947","SYN-TG-MED-001947","Pooja Nair","POOJA NAIR","Telangana State Medical Council","2002","2002-07-27","MBBS, MS, MCh","Pediatrics","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-RJ-001948","SYN-RJ-MED-001948","Vasantha Nair","VASANTHA NAIR","Rajasthan Medical Council","1991","1991-06-13","MBBS, MD","Cardiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001949","SYN-TN-MED-001949","Yashodha Subramanian","YASHODHA SUBRAMANIAN","Tamil Nadu Medical Council","1996","1996-09-25","MBBS, MD","Endocrinology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-OD-001950","SYN-OD-MED-001950","Santosh Chandra","SANTOSH CHANDRA","Odisha Medical Council","1995","1995-10-06","MBBS, MS","Anesthesiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001951","SYN-TN-MED-001951","Mythili Venkatesan","MYTHILI VENKATESAN","Tamil Nadu Medical Council","2006","2006-09-20","MBBS, MD, DM","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-JH-001952","SYN-JH-MED-001952","Sudha Anand","SUDHA ANAND","Jharkhand Medical Council","1991","1991-09-23","MBBS, MD","Ophthalmology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001953","SYN-KA-MED-001953","Leena Kamath","LEENA KAMATH","Karnataka Medical Council","2018","2018-05-13","MBBS, MD, DNB","Radiology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-KA-001954","SYN-KA-MED-001954","Kavitha Patil","KAVITHA PATIL","Karnataka Medical Council","2016","2016-11-10","MBBS, MD, DM","Obstetrics and Gynecology","ACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
"REF-TN-001955","SYN-TN-MED-001955","Rohit Sundaram","ROHIT SUNDARAM","Tamil Nadu Medical Council","2017","2017-10-03","MBBS, MD, DNB","Neurology","INACTIVE","SYNTHETIC_REFERENCE","NMC_IMR_STRUCTURE_REFERENCE","2024"
